    2   48   -0.028871715523
   25   48    0.999165728033
    1   47    0.028871715523
   26   47    0.999165728033
    4   46   -0.043101743534
   27   46    0.998138775548
    3   45    0.043101743534
   28   45    0.998138775548
    6   44   -0.043101743534
   29   44    0.998138775548
    5   43    0.043101743534
   30   43    0.998138775548
    8   42   -0.053957463492
   31   42    0.997080066120
    7   41    0.053957463492
   32   41    0.997080066120
   10   40   -0.087440422483
   33   40    0.992294802447
    9   39    0.087440422483
   34   39    0.992294802447
   12   38   -0.087440422483
   35   38    0.992294802447
   11   37    0.087440422483
   36   37    0.992294802447
   14   36   -0.087440422483
   37   36    0.992294802447
   13   35    0.087440422483
   38   35    0.992294802447
   16   34   -0.114207974247
   39   34    0.986781818291
   15   33    0.114207974247
   40   33    0.986781818291
   18   32   -0.206085130175
   41   32    0.955553420710
   17   31    0.206085130175
   42   31    0.955553420710
   20   30   -0.206085130175
   43   30    0.955553420710
   19   29    0.206085130175
   44   29    0.955553420710
   22   28   -0.499301764739
   45   28    0.473585085113
   21   27    0.499301764739
   46   27    0.473585085113
   24   26   -0.499301764739
   47   26    0.473585085113
   23   25    0.499301764739
   48   25    0.473585085113
    1   24   -0.999165728033
   26   24    0.028871715523
    2   23   -0.999165728033
   25   23   -0.028871715523
    3   22   -0.998138775548
   28   22    0.043101743534
    4   21   -0.998138775548
   27   21   -0.043101743534
    5   20   -0.998138775548
   30   20    0.043101743534
    6   19   -0.998138775548
   29   19   -0.043101743534
    7   18   -0.997080066120
   32   18    0.053957463492
    8   17   -0.997080066120
   31   17   -0.053957463492
    9   16   -0.992294802447
   34   16    0.087440422483
   10   15   -0.992294802447
   33   15   -0.087440422483
   11   14   -0.992294802447
   36   14    0.087440422483
   12   13   -0.992294802447
   35   13   -0.087440422483
   13   12   -0.992294802447
   38   12    0.087440422483
   14   11   -0.992294802447
   37   11   -0.087440422483
   15   10   -0.986781818291
   40   10    0.114207974247
   16    9   -0.986781818291
   39    9   -0.114207974247
   17    8   -0.955553420710
   42    8    0.206085130175
   18    7   -0.955553420710
   41    7   -0.206085130175
   19    6   -0.955553420710
   44    6    0.206085130175
   20    5   -0.955553420710
   43    5   -0.206085130175
   21    4   -0.473585085113
   46    4    0.499301764739
   22    3   -0.473585085113
   45    3   -0.499301764739
   23    2   -0.473585085113
   48    2    0.499301764739
   24    1   -0.473585085113
   47    1   -0.499301764739
