           0           0           1          -1           1           0   4.70907784    
           0           0           1           1           1           0   4.70907784    
           1           1           3          -3           1           0   8.85306644    
           1           1           3          -1           1           0   8.85306644    
           1           1           3           1           1           0   8.85306644    
           1           1           3           3           1           0   8.85306644    
           1           1           1          -1          -1           0   10.5483341    
           1           1           1           1          -1           0   10.5483341    
           2           2           5          -5           1           0   13.1383266    
           2           2           5          -3           1           0   13.1383266    
           2           2           5          -1           1           0   13.1383266    
           2           2           5           1           1           0   13.1383266    
           2           2           5           3           1           0   13.1383266    
           2           2           5           5           1           0   13.1383266    
           2           0           1          -1           1           0   14.1272335    
           2           0           1           1           1           0   14.1272335    
           2           2           3          -3          -1           0   15.6105928    
           2           2           3          -1          -1           0   15.6105928    
           2           2           3           1          -1           0   15.6105928    
           2           2           3           3          -1           0   15.6105928    
           3           3           7          -7           1           0   17.2469978    
           3           3           7          -5           1           0   17.2469978    
           3           3           7          -3           1           0   17.2469978    
           3           3           7          -1           1           0   17.2469978    
           3           3           7           1           1           0   17.2469978    
           3           3           7           3           1           0   17.2469978    
           3           3           7           5           1           0   17.2469978    
           3           3           7           7           1           0   17.2469978    
           3           1           3          -3           1           0   19.1541748    
           3           1           3          -1           1           0   19.1541748    
           3           1           3           1           1           0   19.1541748    
           3           1           3           3           1           0   19.1541748    
           3           3           5          -5          -1           0   20.2137165    
           3           3           5          -3          -1           0   20.2137165    
           3           3           5          -1          -1           0   20.2137165    
           3           3           5           1          -1           0   20.2137165    
           3           3           5           3          -1           0   20.2137165    
           3           3           5           5          -1           0   20.2137165    
           3           1           1          -1          -1           0   20.4256229    
           3           1           1           1          -1           0   20.4256229    
           4           4           9          -9           1           0   21.4554996    
           4           4           9          -7           1           0   21.4554996    
           4           4           9          -5           1           0   21.4554996    
           4           4           9          -3           1           0   21.4554996    
           4           4           9          -1           1           0   21.4554996    
           4           4           9           1           1           0   21.4554996    
           4           4           9           3           1           0   21.4554996    
           4           4           9           5           1           0   21.4554996    
           4           4           9           7           1           0   21.4554996    
           4           4           9           9           1           0   21.4554996    
           4           2           5          -5           1           0   23.9145813    
           4           2           5          -3           1           0   23.9145813    
           4           2           5          -1           1           0   23.9145813    
           4           2           5           1           1           0   23.9145813    
           4           2           5           3           1           0   23.9145813    
