    18       0.55113498597296936388266152614514942E-000003       0.96066846438014038976530003515974673E-000001       0.55113498597308871954176286936688794E-000003
    19       0.37668942583241123964818404275682611E-000015       0.50317725312606835156642831968108912E-000001       0.22358115653969956200804824155139946E-000015
    20       0.63861387581584307987415018765957916E-000001       0.55940803263369638492579635907416661E-000001       0.63861387581584522581925378285644791E-000001
    21       0.17940556882627190515851209035314879E-000015       0.77416803883213301921186486588603303E-000001       0.22123013895181608322896683049369890E-000015
    22       0.24971651856219820914886860166367886E+000000       0.19709605867501196373296870738797485E+000000       0.24971651856219873989428818099217640E+000000
    23       0.56387239330305522238787400323873807E-000015       0.13524245722767447869713345673665016E+000000       0.52200468747833326148304423906704107E-000015
    24       0.37227673971854725299948124381211085E+000000       0.83434463875988236445399287307878048E-000002       0.37227673971854802967487852491438925E+000000
    25       0.72334367288225364300965131968872026E-000016       0.74070102917077527399774930904941941E-000001       0.10943439284337585484973258580455877E-000015
    26       0.24891356410465540076044363644315937E+000000       0.23226947992484222104713868882694884E+000000       0.24891356410465600722711195486742017E+000000
    27       0.44605778939422332511880496040241520E-000015       0.23527857870867807068810951935153845E+000000       0.43998761511695750375176282112576680E-000015
    28       0.63855176897557687336936575487927381E-000001       0.62829544543451436745794126812104623E-000001       0.63855176897557998258987128312611063E-000001
    29       0.47933889140486426912892015633760716E-000015       0.47642685307101147664087045619452741E-000001       0.60062919771857789917461955139474266E-000015
    30       0.81876149154503531213893561080834357E-000003       0.11176436043536483320098897016503890E+000000       0.81876149154522138740775877391473196E-000003
