    18       0.27943617067666159172289007185322980E-000001       0.13728485323877072583062047488731136E+000000       0.27943617067666229115658965436434234E-000001
    19       0.91773587803590310610711002416499605E-000006       0.79876778080194688480634203129869559E-000001       0.91773587800799732184253285366317474E-000006
    20       0.10746356286921933958311967058989244E+000000       0.35206305099429596239793573419153528E-000001       0.10746356286921969716015051906667016E+000000
    21       0.55865348211470116778181600387897643E-000007       0.64066211487649880615752313705505629E-000001       0.55865348152934922479932544901494851E-000007
    22       0.22712063542526996726183726992343896E+000000       0.16900470686727447535777762709837403E+000000       0.22712063542527075838645306440117161E+000000
    23       0.28124681325666198922877820597328284E-000008       0.13282498217472701885607083373111611E+000000       0.28124680497672812594302792186693472E-000008
    24       0.28008728648643221755131009347376454E+000000       0.63916628294560489173175599844213201E-000002       0.28008728648643319874617928831162385E+000000
    25       0.11923437655642158177873564171432075E-000009       0.64908769548972138312121115785477550E-000001       0.11923427095661538523313239599976493E-000009
    26       0.21163506448785673978938374017023730E+000000       0.17437653578563588670491666219232910E+000000       0.21163506448785748552749240293676314E+000000
    27       0.11245548093882656949407641306667405E-000009       0.17359299751719708609042358251236442E+000000       0.11245537549515168092833260916285718E-000009
    28       0.10131827481842915710348646188301380E+000000       0.39774183919660573420384196825084614E-000001       0.10131827481842952674769035870128361E+000000
    29       0.96521597367100297297796272103494302E-000008       0.48565846889567441203831167396834503E-000001       0.96521596719233646934091015378954624E-000008
    30       0.31847113691831605208649841299937545E-000001       0.10527640116139486513045045888370710E+000000       0.31847113691831734764029332939632673E-000001
