    19       0.87007466416783836005772919012393756E-000004       0.92509959097790132510407120704422525E-000001       0.87007466416768392670531419116235013E-000004
    20       0.12608216971716621534362493308007459E+000000       0.21325980310559146566746309019245053E-000001       0.12608216971716669142568138771460514E+000000
    21       0.13888466353769921683768181471350654E-000004       0.63062447474534477245894805733433294E-000001       0.13888466353736356915488755754190717E-000004
    22       0.19070971047000475661892779101818567E+000000       0.15354558111552538218065147012829811E+000000       0.19070971047000545544668582270954596E+000000
    23       0.18959767698676912288406221711721385E-000005       0.12321228848696884928973504036118319E+000000       0.18959767698248803901413285391080920E-000005
    24       0.21243442273080335034746238523148519E+000000       0.51013508914033671294453670774307189E-000002       0.21243442273080411965451391906938385E+000000
    25       0.22864983907746615537784488281606265E-000006       0.55963074975760189439838787325063985E-000001       0.22864983904038827851263372178929640E-000006
    26       0.17821790287097315972422702902248454E+000000       0.13463797806698746825160376034014893E+000000       0.17821790287097380501793975885419860E+000000
    27       0.25127847601004687035443093808455547E-000006       0.13686814335652054667844125033477689E+000000       0.25127847599034699012138576323553002E-000006
    28       0.11499242739238493836225612202234004E+000000       0.30649079913992981750703617584610488E-000001       0.11499242739238535447798930993985300E+000000
    29       0.53107470824461835704498852351794694E-000005       0.49615804071190791345562222795816040E-000001       0.53107470824488760616666807807798038E-000005
    30       0.58177427694025268520053455368654730E-000001       0.84872077757985851775365234587498526E-000001       0.58177427694025471066479190621011410E-000001
    31       0.77347143037432667503769030136769933E-000004       0.11236553092113705106487034591376120E+000000       0.77347143037455801699383202667404526E-000004
