    14       0.22322672611799340355864807085563385E-000002       0.30367064605507076979762359769730424E+000000       0.22322672611799483470551575172148674E-000002
    15       0.75184315441448356811274721135569827E-000010       0.96499525761381593070865729897618304E-000001       0.75184383359547789117159186729171189E-000010
    16       0.37125327781699232754242245846484023E-000001       0.30010616107335012781032190788213597E-000001       0.37125327781699336837650804454919414E-000001
    17       0.70569448259463424081481547192573523E-000012       0.10247587956898408924151132702529281E+000000       0.70581815698129786209710742452939275E-000012
    18       0.22433397668859433871091368928319058E+000000       0.17894637688198178349097133832423930E+000000       0.22433397668859464402224546120125275E+000000
    19       0.47355440347484802508511643363692720E-000014       0.76867993524718552800499838154186819E-000001       0.47533675407714024243212899634567589E-000014
    20       0.48157623288429529662124650713052139E+000000       0.58986575922315556685937565362130047E-000001       0.48157623288429601826621251348221210E+000000
    21       0.28601838944173284767644308337536426E-000015       0.47653019917459131975897846369124078E-000001       0.27675163842185848052179478152525990E-000015
    22       0.20885593709650457361348685481069168E+000000       0.81104614421613110963882320448928579E-000001       0.20885593709650482341366739547092897E+000000
    23       0.40932268304416365497010942587089904E-000015       0.49611122603687595719965792939699822E-000001       0.42084058315681976858863469968852784E-000015
    24       0.41059484727024045391807760552982408E-000001       0.56635335076045498214902806921600589E-000001       0.41059484727024059269595568367307279E-000001
    25       0.97477534981123941233590093853344175E-000013       0.50081615187000343375051061866383436E-000001       0.97532722442450345085564198478593133E-000013
    26       0.44516060488408509474012042671839041E-000002       0.80925022192041423663155796933063225E-000001       0.44516060488409168668932913865986919E-000002
