    19       0.83682777369965249319348614933598204E-000016       0.49964121858275362769074213082203765E-000001       0.12173307144345382561836590657517764E-000015
    20       0.62586160562519287426716310774995022E-000001       0.56305401955843865209419747815147535E-000001       0.62586160562519489249240260183951515E-000001
    21       0.33305293187383629622135867930845266E-000015       0.77761239864264659607080352198651282E-000001       0.31894165555215706440918714515490656E-000015
    22       0.24998243962169183955802860352258035E+000000       0.19753495477970889931785622003302140E+000000       0.24998243962169235405316683802671925E+000000
    23       0.53960122201250764047742075899038767E-000015       0.13506231011283308421312732798261867E+000000       0.53986892459280752488898498024004070E-000015
    24       0.37482767550139294920856293109162130E+000000       0.86802247235159842820815394747684786E-000002       0.37482767550139363565446156180898618E+000000
    25       0.36716022023133983151837190446143371E-000016       0.74526931152952889892809579341045756E-000001       0.79139494573260592452301787780710651E-000016
    26       0.24993136515793761970271335658127611E+000000       0.23393791881560714167953052328024276E+000000       0.24993136515793806904080495656302720E+000000
    27       0.45129773276450813727752147014834189E-000015       0.23681161642803619834366535076582253E+000000       0.39305367685271656827431513213190254E-000015
    28       0.62586137311270380543004070362420550E-000001       0.63281125182685624172009858190304181E-000001       0.62586137311270506807486067182414057E-000001
    29       0.53453592573258521923070366435836737E-000015       0.47637238097446620007951416756141028E-000001       0.55174149790828910623120691380289923E-000015
    30       0.51610525667051012971276329256063336E-000004       0.11211586832307768800777313321017179E+000000       0.51610525667050360832518757822691707E-000004
    31       0.26151367221253052033050312199826019E-000015       0.18501657961739026651867236097377338E+000000       0.25192140425752835733075266223557139E-000015
