    18       0.21793208435242987840691152719938613E-000002       0.99561997228738131631019191305776016E-000001       0.21793208435242421263535618585496345E-000002
    19       0.45382156169415492354853152519776493E-000012       0.51531566536819669204743323735109038E-000001       0.45382238162316510026366676265492071E-000012
    20       0.67735361009007412883726903135133388E-000001       0.54810730273148579715946713812197489E-000001       0.67735361009007552725323363529755189E-000001
    21       0.21298210442454385108991765981502160E-000014       0.76383372218978488747969877050665551E-000001       0.20659834983868431892255743082684063E-000014
    22       0.24882742217326956190405254847452097E+000000       0.19573799711983130928796960282234223E+000000       0.24882742217327025763843387807873251E+000000
    23       0.50657829351146912760225392860246912E-000015       0.13575703411745471640924238526866233E+000000       0.49560003430552747364624734353469110E-000015
    24       0.36452024469497161804394066146853657E+000000       0.73326556758625682912928589442948067E-000002       0.36452024469497269131137155738548371E+000000
    25       0.39622828633414481148057244814277406E-000015       0.72700164729535883413670940264537921E-000001       0.24676596986306982731076514788854108E-000015
    26       0.24580729164321512705924762304223949E+000000       0.22720252215418299295083781587324245E+000000       0.24580729164321589069932565915316916E+000000
    27       0.83336615435005125013337508384107989E-000015       0.23061484594485763654944232593050436E+000000       0.71280511443735958502794656269140202E-000015
    28       0.67643130762969850604276193541012147E-000001       0.61451555000364613176402492732057484E-000001       0.67643130762970084696454449234462140E-000001
    29       0.12361979409456829982340327945800953E-000014       0.47663481265621473937789711673245092E-000001       0.11926169041655184710339054421830967E-000014
    30       0.31847302118418649149808392002967894E-000002       0.11068390618135962579510232569834310E+000000       0.31847302118418655656077848423488104E-000002
