           0           0           1          -1           1           1   4.70907784    
           0           0           1           1           1           1   4.70907784    
           1           1           3          -3           1           1   8.85306644    
           1           1           3          -1           1           1   8.85306644    
           1           1           3           1           1           1   8.85306644    
           1           1           3           3           1           1   8.85306644    
           1           1           1          -1          -1           1   10.5483341    
           1           1           1           1          -1           1   10.5483341    
           2           2           5          -5           1           1   13.1383266    
           2           2           5          -3           1           1   13.1383266    
           2           2           5          -1           1           1   13.1383266    
           2           2           5           1           1           1   13.1383266    
           2           2           5           3           1           1   13.1383266    
           2           2           5           5           1           1   13.1383266    
           2           0           1          -1           1           1   14.1272335    
           2           0           1           1           1           1   14.1272335    
           2           2           3          -3          -1           1   15.6105928    
           2           2           3          -1          -1           1   15.6105928    
           2           2           3           1          -1           1   15.6105928    
           2           2           3           3          -1           1   15.6105928    
           3           3           7          -7           1           1   17.1834240    
           3           3           7          -5           1           1   17.1834240    
           3           3           7          -3           1           1   17.1834240    
           3           3           7          -1           1           1   17.1834240    
           3           3           7           1           1           1   17.1834240    
           3           3           7           3           1           1   17.1834240    
           3           3           7           5           1           1   17.1834240    
           3           3           7           7           1           1   17.1834240    
           3           1           3          -3           1           1   19.3025093    
           3           1           3          -1           1           1   19.3025093    
           3           1           3           1           1           1   19.3025093    
           3           1           3           3           1           1   19.3025093    
           3           3           5          -5          -1           1   20.1501446    
           3           3           5          -3          -1           1   20.1501446    
           3           3           5          -1          -1           1   20.1501446    
           3           3           5           1          -1           1   20.1501446    
           3           3           5           3          -1           1   20.1501446    
           3           3           5           5          -1           1   20.1501446    
           3           1           1          -1          -1           1   20.5739613    
           3           1           1           1          -1           1   20.5739613    
           4           4           9          -9           1           1   21.2742004    
           4           4           9          -7           1           1   21.2742004    
           4           4           9          -5           1           1   21.2742004    
           4           4           9          -3           1           1   21.2742004    
           4           4           9          -1           1           1   21.2742004    
           4           4           9           1           1           1   21.2742004    
           4           4           9           3           1           1   21.2742004    
           4           4           9           5           1           1   21.2742004    
           4           4           9           7           1           1   21.2742004    
           4           4           9           9           1           1   21.2742004    
           4           4           7          -7          -1           1   24.0290108    
           4           4           7          -5          -1           1   24.0290108    
           4           4           7          -3          -1           1   24.0290108    
           4           4           7          -1          -1           1   24.0290108    
           4           4           7           1          -1           1   24.0290108    
           4           4           7           3          -1           1   24.0290108    
           4           4           7           5          -1           1   24.0290108    
           4           4           7           7          -1           1   24.0290108    
           4           2           5          -5           1           1   24.3289795    
           4           2           5          -3           1           1   24.3289795    
           4           2           5          -1           1           1   24.3289795    
           4           2           5           1           1           1   24.3289795    
           4           2           5           3           1           1   24.3289795    
           4           2           5           5           1           1   24.3289795    
           5           5          11         -11           1           1   25.0052032    
           5           5          11          -9           1           1   25.0052032    
           5           5          11          -7           1           1   25.0052032    
           5           5          11          -5           1           1   25.0052032    
           5           5          11          -3           1           1   25.0052032    
