 \Delta_{pairing}   0.866025419328063      MeV
       11.2815847397        0.9997921485
       11.2815847397        0.9997921485
       21.2093791962        0.9995364368
       21.2093791962        0.9995364368
       21.2093791962        0.9995364368
       21.2093791962        0.9995364368
       25.2707500458        0.9992724739
       25.2707500458        0.9992724739
       31.4756202698        0.9980713364
       31.4756202698        0.9980713364
       31.4756202698        0.9980713364
       31.4756202698        0.9980713364
       31.4756202698        0.9980713364
       31.4756202698        0.9980713364
       33.8447532654        0.9966664624
       33.8447532654        0.9966664624
       37.3984527588        0.9881604587
       37.3984527588        0.9881604587
       37.3984527588        0.9881604587
       37.3984527588        0.9881604587
       41.3188018799        0.4931696613
       41.3188018799        0.4931696613
       41.3188018799        0.4931696613
       41.3188018799        0.4931696613
       41.3188018799        0.4931696613
       41.3188018799        0.4931696613
       41.3188018799        0.4931696613
       41.3188018799        0.4931696613
       45.8878479004        0.0087025969
       45.8878479004        0.0087025969
       45.8878479004        0.0087025969
       45.8878479004        0.0087025969
       48.4262008667        0.0036588754
       48.4262008667        0.0036588754
       48.4262008667        0.0036588754
       48.4262008667        0.0036588754
       48.4262008667        0.0036588754
       48.4262008667        0.0036588754
       48.9338684082        0.0031924962
       48.9338684082        0.0031924962
       51.4011573792        0.0018300759
       51.4011573792        0.0018300759
       51.4011573792        0.0018300759
       51.4011573792        0.0018300759
       51.4011573792        0.0018300759
       51.4011573792        0.0018300759
       51.4011573792        0.0018300759
       51.4011573792        0.0018300759
       51.4011573792        0.0018300759
       51.4011573792        0.0018300759
       57.2924003601        0.0007321464
       57.2924003601        0.0007321464
       57.2924003601        0.0007321464
       57.2924003601        0.0007321464
       57.2924003601        0.0007321464
       57.2924003601        0.0007321464
       58.5085563660        0.0006324696
       58.5085563660        0.0006324696
       58.5085563660        0.0006324696
       58.5085563660        0.0006324696
       58.5085563660        0.0006324696
       58.5085563660        0.0006324696
       58.5085563660        0.0006324696
       58.5085563660        0.0006324696
       60.7197418213        0.0004967965
       60.7197418213        0.0004967965
       61.1845474243        0.0004738672
       61.1845474243        0.0004738672
       61.1845474243        0.0004738672
       61.1845474243        0.0004738672
       61.1845474243        0.0004738672
       61.1845474243        0.0004738672
       61.1845474243        0.0004738672
       61.1845474243        0.0004738672
       61.1845474243        0.0004738672
       61.1845474243        0.0004738672
       61.1845474243        0.0004738672
       61.1845474243        0.0004738672
       61.2409553528        0.0004711929
       61.2409553528        0.0004711929
       61.2409553528        0.0004711929
       61.2409553528        0.0004711929
       67.9972763062        0.0002629974
       67.9972763062        0.0002629974
       67.9972763062        0.0002629974
       67.9972763062        0.0002629974
       67.9972763062        0.0002629974
       67.9972763062        0.0002629974
       67.9972763062        0.0002629974
       67.9972763062        0.0002629974
       68.8785858154        0.0002464652
       68.8785858154        0.0002464652
       68.8785858154        0.0002464652
       68.8785858154        0.0002464652
       68.8785858154        0.0002464652
       68.8785858154        0.0002464652
       68.8785858154        0.0002464652
       68.8785858154        0.0002464652
       68.8785858154        0.0002464652
       68.8785858154        0.0002464652
       71.2071075439        0.0002095954
       71.2071075439        0.0002095954
       71.2071075439        0.0002095954
       71.2071075439        0.0002095954
       71.2071075439        0.0002095954
       71.2071075439        0.0002095954
       71.2071075439        0.0002095954
       71.2071075439        0.0002095954
       71.2071075439        0.0002095954
       71.2071075439        0.0002095954
       71.2071075439        0.0002095954
       71.2071075439        0.0002095954
       71.2071075439        0.0002095954
       71.2071075439        0.0002095954
       72.4038543701        0.0001937827
       72.4038543701        0.0001937827
       72.4038543701        0.0001937827
       72.4038543701        0.0001937827
       72.8934783936        0.0001878250
       72.8934783936        0.0001878250
       72.8934783936        0.0001878250
       72.8934783936        0.0001878250
       72.8934783936        0.0001878250
       72.8934783936        0.0001878250
       74.5022277832        0.0001700699
       74.5022277832        0.0001700699
       77.8379669189        0.0001404414
       77.8379669189        0.0001404414
       77.8379669189        0.0001404414
       77.8379669189        0.0001404414
       77.8379669189        0.0001404414
       77.8379669189        0.0001404414
       77.8379669189        0.0001404414
       77.8379669189        0.0001404414
       77.8379669189        0.0001404414
       77.8379669189        0.0001404414
       80.3000640869        0.0001232722
       80.3000640869        0.0001232722
       80.3000640869        0.0001232722
       80.3000640869        0.0001232722
       80.3000640869        0.0001232722
       80.3000640869        0.0001232722
       80.3000640869        0.0001232722
       80.3000640869        0.0001232722
       80.3000640869        0.0001232722
       80.3000640869        0.0001232722
       80.3000640869        0.0001232722
       80.3000640869        0.0001232722
       81.5374298096        0.0001158085
       81.5374298096        0.0001158085
       81.5374298096        0.0001158085
       81.5374298096        0.0001158085
       81.5374298096        0.0001158085
       81.5374298096        0.0001158085
       81.5374298096        0.0001158085
       81.5374298096        0.0001158085
       81.5374298096        0.0001158085
       81.5374298096        0.0001158085
       81.5374298096        0.0001158085
       81.5374298096        0.0001158085
       81.5374298096        0.0001158085
       81.5374298096        0.0001158085
       81.5374298096        0.0001158085
       81.5374298096        0.0001158085
       82.5663070679        0.0001101066
       82.5663070679        0.0001101066
       82.5663070679        0.0001101066
       82.5663070679        0.0001101066
       82.5663070679        0.0001101066
       82.5663070679        0.0001101066
       84.1330947876        0.0001021999
       84.1330947876        0.0001021999
       84.1330947876        0.0001021999
       84.1330947876        0.0001021999
       84.1330947876        0.0001021999
       84.1330947876        0.0001021999
       84.1330947876        0.0001021999
       84.1330947876        0.0001021999
       85.3921203613        0.0000964475
       85.3921203613        0.0000964475
       86.0635986328        0.0000935760
       86.0635986328        0.0000935760
       86.0635986328        0.0000935760
       86.0635986328        0.0000935760
       87.6646804810        0.0000872255
